cluster30,clus_80,min_tm,clus30_min_tm
35197,52167,0.9577000141143799,0.9577000141143799
20685,72341,0.993149995803833,0.993149995803833
9184,2774,0.977150022983551,0.9402999877929688
19467,72030,0.5781000256538391,0.5781000256538391
35773,13134,0.9661999940872192,0.9661999940872192
47574,5619,0.7229499816894531,0.7229499816894531
38749,58440,0.9261500239372253,0.8910499811172485
6286,2726,0.8891000151634216,0.5913500189781189
8409,43839,0.9701499938964844,0.9126499891281128
37403,17612,0.8356500267982483,0.6089000105857849
44332,50909,0.4099000096321106,0.4099000096321106
8409,64129,0.9126499891281128,0.9126499891281128
36393,42691,0.8202499747276306,0.30215001106262207
20670,35925,0.9839000105857849,0.28725001215934753
19649,40542,0.897599995136261,0.897599995136261
14798,75032,0.8794999718666077,0.8794999718666077
21973,5513,0.9381999969482422,0.9381999969482422
11907,72495,0.980400025844574,0.8944000005722046
10711,33520,0.9577000141143799,0.7081999778747559
22738,67872,0.9577000141143799,0.9577000141143799
36481,42089,0.8044999837875366,0.8044999837875366
41703,10828,0.9892500042915344,0.9645500183105469
36196,66834,0.9577000141143799,0.9577000141143799
45386,20937,0.9995999932289124,0.9995999932289124
6379,40263,0.9577000141143799,0.809249997138977
30533,54798,0.9225000143051147,0.9225000143051147
47802,37236,0.8309999704360962,0.8309999704360962
10947,48574,0.9621000289916992,0.9621000289916992
46459,57694,0.9316999912261963,0.9316999912261963
16858,71270,0.8999999761581421,0.8999999761581421
22782,61374,0.9577000141143799,0.9577000141143799
17583,22072,0.9993000030517578,0.9104499816894531
48266,55646,0.8920000195503235,0.8920000195503235
27980,57299,0.9577000141143799,0.8749499917030334
17459,14839,0.9857000112533569,0.9857000112533569
21077,65707,0.9958500266075134,0.9958500266075134
21082,75494,0.9971500039100647,0.9971500039100647
6204,37443,0.9815499782562256,0.9815499782562256
20670,2648,0.9577000141143799,0.28725001215934753
7278,25546,0.8999999761581421,0.8999999761581421
12078,63259,0.8155500292778015,0.8155500292778015
23861,14740,0.9886999726295471,0.9886999726295471
14825,38232,0.7685499787330627,0.7685499787330627
22428,34364,0.9346500039100647,0.9258999824523926
6954,17130,0.7795000076293945,0.7795000076293945
44079,74740,1.0,1.0
7673,10647,0.9577000141143799,0.9559500217437744
29644,76306,0.9811000227928162,0.9312999844551086
38642,19918,0.9975000023841858,0.9975000023841858
7758,22210,0.9506999850273132,0.9506999850273132
47281,33845,0.9577000141143799,0.9577000141143799
31075,2649,0.9577000141143799,0.9577000141143799
15231,48672,0.9898499846458435,0.8877500295639038
29295,47896,0.9577000141143799,0.7393500208854675
11485,34178,0.9577000141143799,0.9404500126838684
27561,54601,0.9577000141143799,0.9577000141143799
35774,13135,0.8266000151634216,0.8266000151634216
34536,54233,0.9577000141143799,0.9577000141143799
42406,49935,0.9577000141143799,0.9485999941825867
44746,28816,0.8751500248908997,0.8751500248908997
33266,55970,0.9355499744415283,0.9355499744415283
18466,53117,0.8999999761581421,0.8999999761581421
45363,166,0.9204000234603882,0.9204000234603882
382,28702,0.8999999761581421,0.8999999761581421
42406,4955,0.9485999941825867,0.9485999941825867
8062,12885,0.8046500086784363,0.8046500086784363
47016,71424,0.7141500115394592,0.7141500115394592
9925,44285,0.9577000141143799,0.9577000141143799
35966,17319,0.9577000141143799,0.9577000141143799
40447,17291,0.8508999943733215,0.8508999943733215
3366,2694,0.8804000020027161,0.8804000020027161
24595,60255,0.9577000141143799,0.9577000141143799
10677,29825,0.9171000123023987,0.9171000123023987
17477,45813,0.9577000141143799,0.9577000141143799
8078,53983,0.891700029373169,0.891700029373169
30488,23580,0.8992999792098999,0.8992999792098999
11123,64019,0.981249988079071,0.8671500086784363
34750,43975,0.9739000201225281,0.9254999756813049
27634,54717,0.5256999731063843,0.5256999731063843
37967,34317,0.96875,0.96875
23581,936,0.8999999761581421,0.8999999761581421
42221,49668,0.9943000078201294,0.9943000078201294
43187,445,0.9577000141143799,0.9577000141143799
23982,64059,0.9519000053405762,0.8324499726295471
30601,27002,0.9890000224113464,0.9890000224113464
40944,5399,0.9445499777793884,0.9266999959945679
22400,2575,0.955049991607666,0.955049991607666
35434,74737,0.9822499752044678,0.9300500154495239
34060,25824,0.9577000141143799,0.9577000141143799
10075,56223,0.9577000141143799,0.9577000141143799
48777,80460,0.8867499828338623,0.8846499919891357
15658,76592,0.9762499928474426,0.9762499928474426
4604,25028,0.9832000136375427,0.9832000136375427
2806,30546,0.9835000038146973,0.8612499833106995
36393,46493,0.8911499977111816,0.30215001106262207
25657,31852,0.9361000061035156,0.9312499761581421
21452,79128,0.8999999761581421,0.8999999761581421
22683,20667,0.9973999857902527,0.9577000141143799
3006,45998,0.9577000141143799,0.8991000056266785
11320,66574,0.9226999878883362,0.9226999878883362
22335,62497,0.9836000204086304,0.9097499847412109
16387,59584,0.9693999886512756,0.9693999886512756
27062,34992,0.9712499976158142,0.9712499976158142
4455,42709,0.9762499928474426,0.9577000141143799
11682,67614,0.9424999952316284,0.9424999952316284
50035,36772,0.6090999841690063,0.18628500401973724
21792,14729,0.9387999773025513,0.9387999773025513
26859,45424,0.9101499915122986,0.9101499915122986
37296,44448,0.9577000141143799,0.9577000141143799
28096,52153,0.33504998683929443,0.33504998683929443
10516,81291,0.7036499977111816,0.7036499977111816
35238,10030,0.5022000074386597,0.5022000074386597
37272,73978,0.9261500239372253,0.7564499974250793
7991,58054,0.9577000141143799,0.883400022983551
10900,43986,0.8371999859809875,0.8371999859809875
17926,49939,0.9577000141143799,0.9577000141143799
14050,8555,0.9577000141143799,0.9577000141143799
48762,57796,0.384799987077713,0.384799987077713
34028,33146,0.9577000141143799,0.7512000203132629
1995,44824,0.9577000141143799,0.6563000082969666
3449,74346,0.9722499847412109,0.9722499847412109
15693,69589,0.9971500039100647,0.9971500039100647
46890,50452,0.9828500151634216,0.9828500151634216
866,48735,0.9665499925613403,0.9665499925613403
15231,27288,0.9577000141143799,0.8877500295639038
35775,13136,0.814300000667572,0.814300000667572
22319,20036,0.9939000010490417,0.9811000227928162
42166,8934,0.9710000157356262,0.9710000157356262
2388,64676,0.9577000141143799,0.9577000141143799
2847,57599,0.965149998664856,0.8514000177383423
19311,10829,0.8881000280380249,0.8240000009536743
16347,46687,0.7698000073432922,0.6937000155448914
35622,61079,0.788100004196167,0.788100004196167
5870,18897,0.922950029373169,0.8335999846458435
42036,10829,0.8881000280380249,0.8240000009536743
16037,15611,0.9719499945640564,0.9719499945640564
2909,2451,0.9488499760627747,0.9488499760627747
32504,53273,0.9577000141143799,0.9241499900817871
43882,30056,0.9107499718666077,0.9107499718666077
20873,20748,0.9208499789237976,0.9208499789237976
32114,56342,0.9574999809265137,0.9045500159263611
2338,29116,0.76419997215271,0.76419997215271
30874,33593,0.7874000072479248,0.7874000072479248
47989,12045,0.9704499840736389,0.9577000141143799
46614,6425,0.7943000197410583,0.7943000197410583
16362,35044,1.0,0.9435999989509583
39158,6578,0.9722999930381775,0.9722999930381775
19337,71884,0.9018999934196472,0.7961500287055969
8212,45423,0.9302999973297119,0.9302999973297119
35090,32801,0.8956999778747559,0.8956999778747559
23582,937,0.8999999761581421,0.8999999761581421
3628,73064,0.9994999766349792,0.9193000197410583
13713,58445,0.8982499837875366,0.8982499837875366
19386,41943,0.90625,0.90625
41868,27851,0.9135000109672546,0.9135000109672546
17248,17521,0.9577000141143799,0.9577000141143799
34516,45442,0.9337000250816345,0.9337000250816345
4208,15639,0.389849990606308,0.389849990606308
13595,27676,0.9779999852180481,0.9623000025749207
13595,57716,0.9623000025749207,0.9623000025749207
31088,58500,0.9577000141143799,0.8237500190734863
33047,68102,0.9804999828338623,0.9577000141143799
23071,55746,0.9909999966621399,0.9909999966621399
34028,45613,0.9653000235557556,0.7512000203132629
1995,25823,0.9577000141143799,0.6563000082969666
16369,69746,0.9050499796867371,0.9050499796867371
5494,44464,0.9577000141143799,0.9577000141143799
21974,5514,0.8866999745368958,0.8866999745368958
17750,8818,0.9678500294685364,0.8865000009536743
18945,36673,0.9484000205993652,0.9484000205993652
43102,61594,0.9872000217437744,0.9872000217437744
20814,58033,0.7544500231742859,0.7544500231742859
6132,30734,0.9445000290870667,0.943149983882904
13461,24322,0.9633499979972839,0.8245000243186951
41445,33809,0.9876999855041504,0.9876999855041504
47476,31868,0.7980499863624573,0.7980499863624573
2090,45267,0.9577000141143799,0.9577000141143799
7980,2650,0.9577000141143799,0.8833500146865845
26784,38477,0.9272000193595886,0.9272000193595886
50031,19813,0.8611999750137329,0.8611999750137329
42503,74711,0.9600499868392944,0.944350004196167
35614,538,0.7556999921798706,0.7556999921798706
13972,3780,0.9958000183105469,0.9958000183105469
6013,15377,0.6126499772071838,0.6126499772071838
14533,36228,0.8952000141143799,0.7610499858856201
43146,65717,0.9639000296592712,0.9639000296592712
38612,24668,0.9771000146865845,0.9771000146865845
19445,76516,0.9577000141143799,0.9265999794006348
31490,38137,0.82955002784729,0.82955002784729
10846,5291,0.9517999887466431,0.8272500038146973
12886,71562,0.9577000141143799,0.9577000141143799
437,52189,0.9524000287055969,0.9205499887466431
34620,47655,0.9672499895095825,0.9672499895095825
25232,44334,0.8999999761581421,0.8999999761581421
3505,60294,0.9761999845504761,0.9761999845504761
37114,28645,0.8169000148773193,0.7104499936103821
20257,55091,0.9975000023841858,0.9975000023841858
46679,49918,0.9577000141143799,0.9341999888420105
19042,22327,0.9439499974250793,0.9370999932289124
15286,22098,0.8292499780654907,0.6172000169754028
47526,30547,0.8148499727249146,0.8148499727249146
34816,66575,0.8235999941825867,0.8235999941825867
16339,61404,0.9987000226974487,0.9987000226974487
46679,31120,0.9341999888420105,0.9341999888420105
11496,82117,0.958549976348877,0.8934000134468079
29403,46072,0.4945000112056732,0.4945000112056732
22509,80705,0.8978000283241272,0.8761000037193298
22509,71948,0.8761000037193298,0.8761000037193298
2910,2452,0.9048500061035156,0.9048500061035156
13191,27156,0.9520999789237976,0.9520999789237976
49852,46028,0.8755000233650208,0.8755000233650208
44154,46901,0.8070999979972839,0.8070999979972839
31084,34448,0.9846500158309937,0.9846500158309937
23202,59152,0.9577000141143799,0.9386000037193298
14437,55584,0.9336000084877014,0.9336000084877014
40945,5400,0.9615499973297119,0.8990499973297119
35989,76070,0.8999999761581421,0.8999999761581421
25552,48361,0.9771999716758728,0.5040500164031982
10958,15256,0.9577000141143799,0.9577000141143799
34899,70880,0.9708999991416931,0.9577000141143799
29750,42079,0.9462500214576721,0.9462500214576721
40004,38083,0.9676499962806702,0.9276999831199646
30952,31791,0.9369000196456909,0.9369000196456909
20789,20739,0.9577000141143799,0.7792500257492065
37190,7271,0.8999999761581421,0.8999999761581421
37103,28648,0.8999999761581421,0.8999999761581421
13359,31820,0.8384000062942505,0.7069000005722046
23574,66238,0.8999999761581421,0.8999999761581421
14533,79320,0.9577000141143799,0.7610499858856201
42402,42692,0.9826499819755554,0.9826499819755554
50221,76517,0.9577000141143799,0.5252500176429749
3628,6866,0.9987499713897705,0.9193000197410583
20922,67976,0.9577000141143799,0.9577000141143799
29510,15652,0.9438999891281128,0.8984500169754028
572,28949,0.27764999866485596,0.27764999866485596
16262,80949,0.9596999883651733,0.9296000003814697
4033,35551,0.9898999929428101,0.9844499826431274
20812,63029,0.9452499747276306,0.9452499747276306
6290,72715,0.9835500121116638,0.9274500012397766
35547,53473,0.993399977684021,0.993399977684021
34028,38742,0.9541500210762024,0.7512000203132629
1995,29978,0.9190499782562256,0.6563000082969666
8752,82210,0.9930999875068665,0.9577000141143799
2787,67391,0.9653000235557556,0.8317999839782715
2361,5070,0.9577000141143799,0.9438999891281128
12931,14741,0.9160000085830688,0.9160000085830688
902,66814,0.8486999869346619,0.8486999869346619
37214,54028,0.8828499913215637,0.8828499913215637
50257,67867,0.9200500249862671,0.8075000047683716
24695,54669,0.9577000141143799,0.9047999978065491
5379,64343,0.9994999766349792,0.9994999766349792
39332,16348,0.993149995803833,0.8546500205993652
20258,55092,0.9395999908447266,0.9395999908447266
15183,4168,0.9577000141143799,0.9577000141143799
697,39006,0.6435999870300293,0.6435999870300293
6428,34932,0.9577000141143799,0.9569500088691711
6428,50133,0.9569500088691711,0.9569500088691711
20259,55093,0.9814000129699707,0.9814000129699707
34517,45443,1.0,1.0
45819,54480,0.9983999729156494,0.9983999729156494
38410,39179,0.9575999975204468,0.9575999975204468
25282,52101,0.9096999764442444,0.8296999931335449
3706,42991,0.9039499759674072,0.9039499759674072
8528,17976,0.9369999766349792,0.8528500199317932
33916,29662,0.9758999943733215,0.9758999943733215
27802,64098,0.9577000141143799,0.9577000141143799
37533,39586,0.9169999957084656,0.7940999865531921
15634,58072,0.9577000141143799,0.9577000141143799
38951,72934,0.9902999997138977,0.9902999997138977
15140,8556,0.9577000141143799,0.9559999704360962
30953,31792,0.9836500287055969,0.9836500287055969
17198,39282,0.9577000141143799,0.9577000141143799
27270,25199,0.9972500205039978,0.9972500205039978
16258,76807,0.9577000141143799,0.8924000263214111
10237,12733,0.8999999761581421,0.8999999761581421
14236,27750,0.9577000141143799,0.8236500024795532
35142,44371,0.973800003528595,0.9142000079154968
30849,14948,0.9893500208854675,0.9893500208854675
26890,74089,0.9883999824523926,0.9883999824523926
38035,5030,0.9972000122070312,0.9697999954223633
17460,14840,0.9984999895095825,0.9577000141143799
15978,359,0.9973000288009644,0.9577000141143799
9232,74584,0.6456000208854675,0.6456000208854675
26724,33260,0.8999999761581421,0.8999999761581421
35174,63782,0.7457000017166138,0.7457000017166138
28854,9159,0.8422499895095825,0.8422499895095825
10579,14600,0.9577000141143799,0.9085000157356262
29022,21645,0.9051499962806702,0.9051499962806702
37821,80472,0.8903999924659729,0.8230500221252441
10394,21407,0.9577000141143799,0.9577000141143799
11595,3197,0.9577000141143799,0.7968999743461609
47330,31737,0.9577000141143799,0.7785999774932861
47330,45871,0.7785999774932861,0.7785999774932861
11528,80420,0.9053999781608582,0.9053999781608582
14202,62505,0.9670500159263611,0.9635000228881836
27063,76999,0.9129999876022339,0.9000499844551086
47361,31693,0.9750999808311462,0.9577000141143799
44032,65428,0.7025499939918518,0.7025499939918518
39164,59370,0.5932499766349792,0.5932499766349792
26034,74352,0.9577000141143799,0.9577000141143799
34989,67412,0.8702999949455261,0.8702999949455261
31496,50672,0.9577000141143799,0.9577000141143799
33107,40288,0.9577000141143799,0.9577000141143799
46720,6494,0.9646999835968018,0.9646999835968018
4346,6290,0.9531499743461609,0.9531499743461609
19277,71796,0.9577000141143799,0.9577000141143799
9349,78487,0.9577000141143799,0.9577000141143799
3191,66942,0.964900016784668,0.964900016784668
11681,77701,0.9493499994277954,0.9493499994277954
44129,53343,0.9577000141143799,0.9577000141143799
21975,5515,0.9706500172615051,0.9706500172615051
46066,43840,0.9844499826431274,0.9577000141143799
7873,67514,0.9890999794006348,0.9822999835014343
13168,70362,0.9660999774932861,0.9096999764442444
22752,42720,0.9428499937057495,0.919700026512146
3213,34213,0.8680999875068665,0.8680999875068665
31236,59331,0.9958500266075134,0.9217000007629395
15899,16349,0.9807000160217285,0.9432500004768372
47465,31935,0.942300021648407,0.942300021648407
8834,41642,0.9144999980926514,0.9144999980926514
12228,12219,0.9576500058174133,0.9576500058174133
2177,81310,0.945900022983551,0.945900022983551
38346,55123,0.989300012588501,0.9092000126838684
13540,70996,0.9761000275611877,0.9761000275611877
36531,16029,0.9577000141143799,0.9577000141143799
24173,75501,0.9865000247955322,0.9865000247955322
22274,4201,0.9456999897956848,0.727400004863739
20570,22438,0.9386000037193298,0.9045500159263611
13866,42113,0.956250011920929,0.956250011920929
16441,53316,0.749750018119812,0.749750018119812
38144,8250,0.9365000128746033,0.9365000128746033
17954,9162,0.9850000143051147,0.9577000141143799
16245,46434,0.9577000141143799,0.9577000141143799
31464,77100,0.9577000141143799,0.8480499982833862
22082,65026,0.9577000141143799,0.8992499709129333
18538,28804,0.5692499876022339,0.5692499876022339
20371,36625,0.9886500239372253,0.9577000141143799
